Long,Lat,County
-74.19,42.117,45
-75.575,42.961,21
-77.222,45.13,0
-70.971,43.762,0
-72.162,44.576,0
-71.945,40.39,0
-77.22,42.914,25
-74.778,45.284,0
-71.686,40.282,0
-71.011,43.607,64
-73.945,40.104,0
-79.055,42.194,41
-74.106,44.101,67
-80.546,40.228,0
-76.842,44.717,0
-73.962,43.628,10
-71.009,45.275,0
-72.367,43.527,0
-75.98,42.216,46
-72.967,43.69,0
-76.727,42.688,26
-70.587,40.185,0
-70.408,43.625,0
-71.779,45.605,0
-77.039,42.606,35
-76.31,43.406,11
-78.613,43.335,16
-72.661,41.018,0
-71.572,43.822,0
-71.23,40.583,0
-75.164,44.491,55
-74.715,40.94,0
-79.696,40.662,16
-71.385,44.184,0
-76.358,41.213,0
-79.067,40.622,0
-71.386,43.552,0
-72.903,41.179,0
-71.576,41.256,0
-78.189,44.932,18
-73.892,42.107,44
-73.991,40.254,0
-79.984,40.819,0
-76.835,41.89,0
-78.296,45.126,7
-73.411,43.387,9
-78.207,41.225,0
-71.424,41.86,0
-72.195,45.208,0
-77.026,45.29,0
-75.832,42.427,36
-73.653,41.293,54
-72.108,43.097,0
-74.596,40.724,19
-74.982,45.032,10
-77.735,41.06,0
-76.291,40.656,49
-73.443,39.761,0
-71.554,41.632,0
-73.365,43.105,9
-81.137,44.809,30
-73.875,44.681,50
-76.49,39.747,67
-76.497,41.943,0
-80.048,42.705,0
-72.326,42.541,0
-77.748,39.856,0
-78.618,43.496,56
-77.55,43.25,0
-77.185,41.483,0
-75.294,42.349,30
-75.124,40.457,0
-76.962,41.489,0
-76.937,44.41,39
-75.639,39.816,0
-74.066,41.297,52
-70.818,45.896,33
-73.348,42.42,0
-76.915,40.559,0
-72.136,45.2,15
-79.856,39.791,0
-80.674,40.326,0
-80.411,41.179,0
-79.529,44.399,0
-77.755,45.276,0
-78.004,41.006,0
-81.214,43.853,0
-75.368,44.773,10
-80.288,45.597,0
-79.722,45.125,0
-74.358,42.084,48
-71.832,45.521,40
-70.56,42.357,0
-75.025,40.621,0
-70.31,41.553,0
-75.217,43.902,6
-75.638,45.503,0
-77.683,45.587,0
-76.584,43.383,11
-75.9,45.596,34
-80.557,42.149,0
-71.518,39.852,0
-80.628,41.451,0
-76.516,39.794,0
-72.194,45.062,57
-76.977,42.329,19
-74.553,40.179,0
-72.282,40.464,0
-71.534,41.123,34
-71.038,41.003,0
-79.232,45.083,0
-78.481,44.428,0
-71.405,41.773,0
-74.776,42.027,43
-75.767,43.356,12
-74.561,42.978,24
-72.274,41.703,7
-75.456,45,22
-79.107,41.273,0
-76.32,45.502,0
-76.607,42.059,48
-70.651,43.914,0
-74.48,41.332,52
-73.647,39.769,44
-73.372,45.544,0
-77.504,42.971,17
-75.621,43.839,6
-75.182,43.436,59
-79.611,44.343,0
-75.122,45.802,0
-73.653,44.197,51
-76.623,45.017,0
-72.087,45.868,0
-73.248,44.398,55
-77.358,40.516,0
-76.316,41.657,0
-77.067,39.774,32
-72.759,43.987,0
-73.216,45.659,0
-76.581,44.205,0
-73.665,44.254,19
-70.881,40.697,0
-72.663,41.841,0
-73.534,43.228,9
-80.133,42.503,30
-77.027,44.868,0
-74.803,44.752,1
-76.259,41.642,0
-80.786,42.514,0
-78.812,43.857,19
-72.11,43.359,24
-81.17,40.443,41
-71.784,39.715,28
-80.479,40.384,0
-73.938,41.005,0
-75.807,42.434,62
-78.931,42.974,23
-75.017,45.859,0
-79.991,44.131,0
-73.915,45.794,0
-74.707,39.932,0
-80.724,43.622,0
-80.72,45.669,0
-79.655,41.3,0
-81.126,45.6,0
-76.527,45.301,21
-72.132,40.824,0
-74.51,44.236,3
-75.586,40.699,51
-71.782,40.257,0
-80.262,41.58,0
-71.293,41.799,0
-80.148,42.117,0
-75.621,41.389,13
-79.759,41.578,0
-75.152,44.137,1
-81.293,45.57,0
-72.857,40.148,0
-71.95,41.361,0
-71.196,43.364,20
-70.419,44.834,18
-75.752,44.541,0
-78.339,43.118,22
-80.228,39.822,0
-75.722,43.828,6
-74.862,44.964,47
-72.899,40.006,0
-80.425,41.875,0
-74.021,41.225,55
-75.621,42.329,36
-79.45,41.529,0
-70.955,45.708,0
-74.808,40.414,11
-76.466,40.968,36
-70.918,45.245,0
-74.083,43.526,10
-76.341,42.112,47
-72.049,41.845,0
-75.448,43.683,6
-75.213,44.231,1
-73.816,44.222,4
-77.279,45.655,0
-78.695,39.883,0
-74.936,42.277,13
-71.748,39.649,0
-76.841,44.046,0
-80.097,44.533,0
-76.431,43.166,20
-78.021,39.74,0
-76.901,39.64,0
-72.119,45.85,0
-76.876,40.868,10
-77.025,44.802,0
-77.354,41.876,0
-79.791,42.511,0
-78.464,40.288,51
-80.382,44.536,62
-76.591,42.461,14
-78.496,41.472,0
-78.05,41.86,0
-76.641,42.645,11
-80.024,42.321,0
-75.864,44.014,54
-73.525,43.864,41
-78.647,39.636,0
-72.654,40.092,52
-80.523,42.507,37
-76.984,44.512,0
-81.306,44.76,19
-78.901,43.587,0
-81.329,41.901,40
-79.249,45.208,0
-79.766,41.18,11
-78.376,40.011,0
-79.408,44.193,25
-79.809,44.444,0
-74.715,45.276,0
-71.37,44.444,0
-70.946,45.584,0
-78.895,42.982,23
-76.001,45.665,0
-77.182,45.782,0
-75.546,42.896,21
-78.412,44.941,0
-80.587,45.275,0
-76.514,45.485,61
-79.419,42.488,0
-81.054,44.396,0
-70.777,45.533,0
-76.577,44.722,0
-70.701,45.479,0
-72.905,42.42,0
-81.262,44.869,27
-73.816,45.842,0
-73.53,41.931,50
-74.203,40.673,0
-75.23,44.801,1
-78.929,43.307,0
-72.795,45.677,0
-78.819,42.687,23
-77.238,41.196,56
-71.482,43.884,0
-71.865,45.379,66
-76.889,43.497,0
-77.823,41.633,0
-74.607,42.696,32
-71.269,42.17,0
-71.281,40.123,0
-74.795,43.338,38
-77.662,45.154,46
-71.901,43.093,0
-76.447,41.487,0
-71.334,45.268,0
-80.976,44.618,37
-75.45,44.501,1
-73.413,43.382,9
-79.359,43.118,50
-77.618,41.489,0
-79.266,43.058,0
-77.78,45.868,0
-76.873,42.651,26
-75.272,43.925,6
-80.804,42.63,43
-75.226,44.316,9
-78.302,40.93,56
-78.67,41.164,0
-78.652,40.211,0
-79.637,44.076,0
-70.757,45.007,0
-70.987,44.585,8
-72.282,44.293,0
-73.283,40.254,46
-79.397,42.888,0
-77.355,44.949,0
-79.254,44.93,63
-81.33,41.982,0
-77.841,41.314,0
-73.6,40.385,30
-74.423,43.967,7
-75.333,43.105,12
-76.484,39.646,0
-78.162,42.225,42
-75.791,42.371,36
-72.914,44.555,7
-72.905,44.844,0
-74.967,43.323,8
-73.068,40.491,0
-74.198,43.346,4
-79.98,44.187,0
-75.761,42.303,36
-77.5,40.926,0
-80.323,41.271,0
-79.707,45.877,0
-79.15,42.634,52
-73.902,44.83,2
-76.567,43.409,0
-73.657,44.767,2
-78.501,45.639,0
-81.235,43.708,0
-75.452,43.564,6
-78.251,43.683,0
-70.87,39.985,0
-71.311,45.529,41
-76.997,45.279,0
-81.068,43.989,0
-73.912,41.556,50
-72.077,41.766,0
-70.59,40.075,0
-80.713,42.881,0
-76.359,43.444,11
-74.896,44.193,1
-73.743,39.593,0
-73.38,40.666,57
-74.148,42.524,33
-73.298,41.882,0
-77.205,45.616,24
-74.906,45.491,0
-80.058,45.654,26
-80.705,40.899,0
-70.499,40.603,0
-78.191,43.21,26
-74.758,43.344,7
-70.694,44.013,28
-79.287,41.527,56
-79.207,42.084,39
-77.562,41.724,0
-71.018,40.408,0
-77.019,40.142,49
-78.319,43.066,61
-79.662,41.603,0
-76.948,45.874,0
-77.196,44.171,0
-79.892,43.212,0
-76.528,44.131,0
-80.33,45.771,0
-74.54,42.294,43
-81.222,45.369,0
-74.998,45.27,0
-72.602,44.877,0
-78.738,39.896,0
-76.385,41.866,0
-75.042,41.464,0
-80.664,43.573,0
-75.85,40.454,53
-74.234,41.959,49
-78.894,45.064,22
-72.079,41.176,13
-70.595,39.779,0
-71.975,45.916,0
-75.743,43.421,44
-78.257,41.137,0
-73.08,42.365,0
-78.721,44.244,0
-70.747,43.123,0
-74.478,42.366,43
-74.699,43.411,7
-79.433,40.737,0
-80.343,44.71,7
-78.518,44.775,0
-71.84,42.675,0
-71.259,44.37,0
-73.6,42.151,60
-73.317,44.184,39
-78.799,40.567,53
-74.967,42.813,40
-72.371,43.819,11
-76.873,40.558,0
-70.403,39.989,5
-80.347,41.725,56
-77.791,42.414,10
-75.683,44.386,4
-80.673,40.418,0
-73.311,45.297,0
-75.183,40.986,0
-75.484,41.987,40
-72.157,42.267,0
-71.838,45.747,31
-72.61,40.712,0
-77.825,45.175,0
-76.338,43.08,20
-73.017,41.626,0
-80.127,45.286,0
-80.129,43.022,0
-78.356,42.521,31
-75.536,44.705,0
-70.578,41.875,0
-73.48,45.736,0
-77.892,43.107,17
-78.117,44.463,0
-71.931,43.896,31
-71.253,40.891,0
-74.268,44.873,3
-78.517,45.069,61
-80.362,39.855,0
-72.065,43.479,0
-74.871,41.321,0
-70.849,44.317,0
-80.668,42.679,0
-74.872,44.606,10
-78.188,42.911,22
-72.182,43.373,0
-79.229,40.984,53
-76.445,41.896,45
-76.989,41.473,0
-72.195,44.981,0
-73.852,45.753,62
-79.046,43.538,38
-77.822,45.238,0
-79.862,45.799,0
-73.911,43.686,10
-75.023,44.647,1
-79.464,42.154,39
-79.709,42.644,0
-76.074,39.996,0
-71.292,44.673,0
-75.232,41.814,0
-80.979,44.966,0
-80.747,45.868,0
-72.433,42.657,13
-76.347,41.847,0
-77.108,39.936,17
-72.603,45.376,0
-77.311,44.053,0
-75.451,42.364,36
-73.467,45.718,0
-71.698,44.172,0
-77.705,43.748,0
-74.148,42.849,29
-70.554,45.142,0
-80.503,39.973,0
-74.846,42.575,30
-76.762,41.56,42
-77.922,40.824,0
-78.423,40.548,0
-72.945,45.296,0
-70.328,40.039,0
-79.278,45.656,0
-72.697,44.021,0
-79.176,39.668,0
-70.36,39.623,0
-72.464,44.991,0
-76.648,42.549,25
-73.276,44.887,24
-75.827,40.988,0
-72.389,44.692,0
-77.397,41.165,0
-80.533,45.909,1
-74.802,45.527,0
-71.269,43.097,52
-79.199,45.367,0
-76.558,43.613,0
-73.051,44.528,0
-80.91,43.181,0
-70.869,40.806,0
-72.891,45.327,16
-75.158,42.85,30
-79.309,45.913,0
-75.832,41.98,45
-75.612,40.896,0
-70.339,44.211,0
-71.882,41.575,0
-70.691,40.336,50
-73.829,45.215,49
-76.877,43.978,0
-70.995,45.54,55
-76.036,42.232,46
-78.778,44.754,0
-76.957,44.685,0
-73.539,41.873,50
-75.161,45.374,0
-72.969,41.417,50
-70.325,40.636,43
-70.691,42.477,0
-75.421,41.129,0
-70.675,39.604,0
-80.064,43.486,0
-80.774,43.776,0
-77.975,43.771,0
-74.922,43.898,8
-75.466,44.975,0
-71.368,39.828,0
-75.36,43.9,6
-76.562,43.206,6
-75.337,43.96,6
-73.458,45.259,0
-81.159,41.281,67
-72.478,40.026,28
-79.766,41.577,0
-76.047,44.586,0
-78.501,42.745,23
-77.258,42.358,38
-74.019,40.658,65
-79.466,41.266,0
-78.258,43.92,5
-79.149,44.76,0
-79.184,44.056,0
-77.726,43.24,50
-71.599,45.882,0
-76.129,42.51,67
-76.872,42.714,26
-79.36,41.326,37
-70.619,43.737,0
-76.833,42.168,48
-71.996,41.49,0
-74.533,43.423,7
-77.175,44.598,0
-71.634,45.736,0
-72.656,44.486,0
-76.197,43.389,11
-72.334,42.434,0
-71.399,40.563,0
-76.592,40.929,0
-77.643,44.024,0
-74.739,45.643,0
-71.36,43.613,0
-73.573,45.232,0
-77.166,40.961,0
-73.209,43.917,0
-70.783,41.586,40
-75.335,39.753,0
-75.365,44.782,1
-77.9,42.33,10
-80.555,40.153,0
-79.329,45.509,0
-80.314,42.065,43
-76.213,43.312,37
-81.24,41.11,0
-71.216,43.728,0
-74.229,41.911,49
-81.328,42.637,0
-81.007,42.134,0
-79.036,41.704,0
-76.308,41.285,19
-79.935,44.451,0
-81.248,41.113,44
-73.296,45.675,0
-77.424,45.436,0
-72.705,41.327,67
-76.51,41.005,0
-76.511,41.188,0
-80.799,41.155,34
-80.794,41.108,0
-80.335,42.302,0
-74.768,44.818,1
-78.675,43.497,0
-72.031,40.819,0
-71.855,44.705,0
-70.678,45.829,0
-75.932,40.532,13
-78.905,44.99,0
-78.84,41.102,0
-75.402,42.23,43
-72.908,41.632,43
-77.496,42.339,38
-76.238,41.664,46
-74.267,40.218,30
-71.19,43.839,0
-79.555,39.904,0
-73.422,40.864,57
-74.949,42.751,30
-76.547,41.335,5
-71.556,42.247,0
-76.993,43.37,0
-79.362,39.903,0
-74.333,45.203,0
-74.437,45.023,0
-77.714,40.13,0
-72.456,40.715,0
-70.281,39.677,0
-70.486,43.325,0
-79.937,44.071,0
-78.773,44.394,0
-81.082,40.946,67
-74.62,45.706,0
-80.117,42.657,0
-76.833,39.987,0
-71.558,40.721,2
-75.276,41.733,0
-77.259,45.164,0
-79.037,39.862,0
-76.463,41.841,0
-70.76,43.647,0
-79.971,44.831,0
-76.133,39.875,50
-71.859,44.596,39
-80.863,39.916,0
-73.688,41.468,53
-70.508,41.314,65
-78.208,45.372,27
-79.863,43.423,0
-73.758,42.77,34
-71.277,44.253,0
-74.582,40.302,0
-71.382,45.189,0
-79.202,42.943,0
-72.993,39.627,0
-77.511,40.623,53
-76.71,41.252,0
-79.62,39.838,0
-72.278,43.908,0
-74.426,39.771,0
-73.169,42.756,0
-72.432,42.634,26
-80.599,41.355,10
-70.82,43.329,0
-75.836,41.411,0
-72.985,45.413,0
-73.126,39.631,0
-72.144,43.164,0
-79.611,41.925,0
-76.282,41.942,38
-74.502,39.726,0
-71.026,43.941,0
-72.1,43.101,0
-71.433,44.436,40
-74.896,44.599,1
-74.893,41.152,0
-71.881,40.856,55
-80.957,41.914,0
-71.543,44.145,0
-76.83,40.385,0
-80.941,42.312,0
-73.085,39.696,0
-79.63,40.042,0
-79.751,44.087,0
-74.636,44.673,1
-78.527,45.352,0
-77.755,45.364,0
-76.896,43.576,0
-76.845,40.424,0
-77.069,39.985,0
-74.594,44.512,67
-79.496,44.288,23
-79.261,43.553,0
-80.296,44.206,0
-77.766,40.877,0
-72.825,44.623,0
-78.752,45.759,0
-73.149,42.251,0
-73.675,41.147,54
-72.222,42.63,0
-72.179,43.825,0
-78.096,44.986,0
-77.919,45.574,0
-75.554,40.407,0
-77.743,44,0
-72.136,40.099,0
-72.375,40.247,0
-75.178,40.422,0
-78.433,42.851,31
-73.811,42.641,33
-78.757,42.414,41
-76.291,44.643,0
-77.087,42.939,25
-75.382,43.824,6
-70.367,42.651,0
-72.984,41.697,4
-70.491,41.23,31
-78.745,45.753,0
-75.493,41.265,0
-80.774,44.591,0
-72.966,42.737,0
-74.68,41.622,51
-71.856,43.492,0
-70.405,39.636,0
-71.056,39.99,0
-76.811,45.414,0
-81.34,45.326,0
-75.357,44.854,0
-79.044,45.374,0
-78.916,43.89,0
-77.737,44.509,0
-80.281,43.981,0
-73.069,40.85,67
-73.059,42.455,0
-75.33,44.584,1
-77.601,39.604,0
-72.131,43.108,0
-75.227,42.334,43
-70.745,39.962,0
-71.461,42.389,2
-77.397,44.905,0
-75.296,43.504,12
-77.506,44.285,0
-74.45,45.513,0
-72.526,41.651,0
-73.088,44.313,0
-79.954,45.116,0
-72.241,42.334,0
-81.065,42.892,24
-76.756,43.722,0
-73.248,42.56,11
-72.695,40.752,58
-77.278,41.022,0
-73.099,42.199,0
-71.467,39.689,43
-78.658,44.342,60
-79.909,39.985,0
-78.852,42.324,41
-77.469,43.027,25
-78.166,43.453,52
-71.078,42.352,32
-80.775,40.105,0
-74.784,41.389,0
-79.54,40.056,4
-72.064,44.211,0
-79.489,41.784,0
-75.785,43.719,5
-70.282,42.641,0
-77.41,42.013,35
-80.822,41.661,27
-78.978,40.244,0
-76.94,41.936,39
-77.65,41.98,0
-78.802,42.641,23
-70.982,44.627,0
-73.782,43.967,65
-70.694,44.969,0
-76.496,42.834,13
-70.935,45.003,65
-81.279,42.537,0
-74.588,41.268,0
-72.477,43.575,67
-78.765,43.153,16
-71.022,43.016,0
-72.895,42.081,0
-72.196,42.253,0
-74.996,40.46,34
-72.571,41.441,49
-77.701,39.638,0
-78.87,45.494,0
-77.886,43.447,0
-74.874,45.235,9
-72.158,42.255,12
-78.128,42.124,42
-76.888,43.097,18
-71.802,43.365,0
-74.539,42.796,32
-70.373,43.308,16
-79.089,40.433,0
-72.188,44.411,62
-73.863,43.712,10
-78.588,41.814,0
-76.077,41.57,0
-76.926,41.328,5
-74.709,40.538,0
-72.483,41.708,0
-80.18,44.863,47
-72.251,41.07,0
-72.034,40.03,0
-77.42,42.723,25
-76.583,40.365,0
-75.01,42.14,43
-73.586,40.169,12
-73.125,44.152,0
-72.955,41.758,55
-77.036,43.176,18
-76.592,43.734,0
-70.758,43.721,22
-75.002,44.027,8
-71.938,41.497,54
-78.285,40.133,0
-74.455,43.6,7
-74.831,41.278,0
-70.679,45.251,55
-80.393,41.492,0
-75.804,44.117,5
-75.57,41.683,21
-80.345,41.901,0
-71.33,43.34,0
-71.555,45.32,0
-76.484,41.266,13
-72.691,45.602,10
-79.7,44.267,0
-74.483,39.62,0
-78.459,44.975,0
-76.411,43.993,0
-72.002,43.151,0
-79.172,41.729,61
-77.98,41.698,0
-75.994,40.081,0
-77.604,42.492,38
-72.505,43.751,48
-70.414,43.211,0
-79.583,42.137,8
-78.721,45.507,0
-73.571,41.873,43
-77.188,45.589,10
-70.566,39.783,5
-70.582,42.383,0
-74.219,44.026,4
-71.823,44.04,0
-76.895,42.82,26
-74.349,43.466,50
-70.438,44.315,0
-75.151,44.663,1
-71.01,41.723,0
-73.37,43.162,9
-75.986,45.004,13
-74.27,43.32,7
-71.519,42.808,0
-79.144,44.992,0
-76.967,43.919,0
-70.362,40.265,0
-76.89,42.768,26
-74.051,39.713,0
-71.367,42.393,0
-70.326,45.332,0
-74.114,39.875,0
-80.143,45.573,0
-80.944,40.734,0
-74.502,41.933,0
-75.066,40.891,0
-70.696,40.197,0
-73.085,42.33,0
-74.01,41.348,52
-75.551,40.23,0
-78.467,42.749,23
-70.696,41.105,0
-75.364,41.804,1
-81.008,43.125,0
-73.636,43.06,14
-75.591,42.258,27
-80.69,42.031,0
-71.492,42.001,0
-77.689,41.369,0
-78.801,40.731,0
-80.082,40.398,0
-77.902,39.691,0
-78.815,44.357,0
-74.127,42.787,29
-80.611,44.161,0
-78.295,44.408,0
-78.224,41.294,40
-71.602,40.817,0
-76.425,39.998,0
-72.977,42.284,0
-74.666,44.035,3
-72.674,45.776,0
-80.082,43.082,0
-70.512,39.869,0
-71.951,43.276,0
-80.783,41.354,39
-76.183,43.023,20
-77.739,42.397,42
-74.368,40.334,0
-78.794,41.996,0
-74.925,44.432,1
-74.667,45.403,0
-74.704,43.975,23
-76.38,45.734,0
-80.951,40.39,0
-75.656,43.682,11
-76.83,42.04,42
-80.147,43.15,0
-76.253,40.847,37
-76.353,42.085,47
-75.243,41.745,0
-72.429,41.848,57
-73.586,41.953,50
-71.689,40.322,27
-80.766,42.764,3
-78.912,44.761,0
-76.256,41.766,0
-70.734,42.747,0
-72.599,40.339,0
-76.342,43.234,11
-77.653,42.854,67
-80.689,41.84,0
-73.143,45.055,0
-75.734,41.769,0
-79.131,42.483,39
-76.615,41.099,0
-79.476,44.472,0
-73.023,41.322,0
-77.266,42.914,2
-70.919,42.953,0
-81.153,45.119,0
-72.167,45.525,0
-74.408,39.9,8
-75.38,45.786,31
-74.143,43.593,10
-73.301,40.052,0
-80.298,40.933,0
-71.63,41.869,0
-81.184,42.292,0
-78.086,44.389,0
-79.352,45.387,0
-71.091,43.577,0
-80.589,45.641,54
-74.912,44.37,1
-74.291,42.921,24
-74.135,44.971,27
-71.773,44.756,0
-80.724,40.428,0
-72.302,44.406,0
-75.489,43.498,6
-73.658,42.108,44
-78.992,44.915,0
-75.33,39.835,0
-73.568,40.201,51
-70.757,45.591,0
-76.423,42.098,23
-80.398,42.96,0
-80.709,45.31,23
-74.376,41.744,49
-72.531,43.793,41
-73.693,44.195,63
-77.521,41.003,0
-70.864,43.107,0
-75.586,42.473,36
-70.786,43.454,12
-80.529,43.034,0
-79.052,42.872,0
-72.765,41.402,7
-71.225,45.154,31
-72.682,45.518,0
-78.072,44.694,66
-79.663,45.724,0
-71.958,42.909,0
-72.656,40.306,0
-78.346,43.707,0
-78.822,40.8,0
-77.79,45.015,0
-72.161,45.558,0
-72.243,40.247,0
-75.027,41.468,0
-75.014,44.648,1
-78.178,42.387,42
-73.605,42.709,53
-72.53,39.779,10
-76.456,43.216,20
-76.404,43.214,53
-76.189,44.285,0
-78.255,40.077,0
-73.868,44.573,48
-71.341,40.817,20
-71.287,42.952,9
-73.073,45.44,0
-78.46,45.832,0
-73.71,45.763,67
-79.884,41.521,0
-79.976,44.361,0
-79.23,40.898,52
-79.73,45.043,0
-74.868,43.755,8
-80.531,40.239,0
-72.242,43.265,0
-73.342,45.689,0
-71.096,44.938,34
-75.891,44.358,25
-74.095,44.041,4
-71.491,41.153,0
-75.383,39.845,0
-78.22,42.516,18
-70.541,40.335,0
-80.94,40.615,40
-77.732,42.248,38
-70.574,43.807,7
-77.303,45.75,46
-77.922,41.362,14
-80.005,42.955,0
-71.207,45.481,0
-79.844,40.647,0
-77.667,44.586,0
-71.41,40.244,0
-75.813,45.183,0
-74.533,42.897,24
-74.889,45.756,0
-73.615,44.377,4
-81.019,44.164,0
-75.501,39.609,0
-80.988,40.893,0
-72.188,41.24,0
-77.58,40.098,0
-71.972,44.245,0
-78.62,44.798,0
-74.907,41.765,60
-70.965,40.454,0
-80.814,43.806,42
-80.746,44.847,0
-81.115,43.855,0
-73.801,40.475,0
-74.718,41.989,51
-80.081,43.885,2
-72.53,42.857,0
-74.505,45.781,0
-80.566,41.286,0
-80.577,45.078,0
-79.838,41.957,0
-72.612,40.457,57
-80.321,40.115,0
-78.711,44.267,0
-78.647,41.946,0
-80.183,42,0
-71.843,41.504,0
-73.615,41.456,53
-73.222,41.236,9
-74.143,42.525,33
-75.629,45.843,0
-77.731,42.029,15
-74.019,45.561,0
-80.042,40.649,0
-79.707,45.445,0
-81.125,44.365,0
-70.67,45.012,0
-70.603,43.404,25
-79.972,40.272,0
-76.17,42.474,34
-74.075,43.734,10
-78.131,39.956,0
-72.992,39.727,0
-75.166,41.426,13
-76.608,45.486,0
-78.386,42.845,31
-73.001,45.131,0
-71.4,41.985,0
-73.281,45.189,0
-76.84,42.976,26
-70.958,45.24,0
-78.516,40.242,0
-75.442,40.934,0
-70.776,44.032,0
-78.38,41.879,0
-78.575,39.601,0
-71.076,42.024,0
-80.584,41.618,0
-78.029,42.081,42
-74.796,40.739,45
-79.093,40.917,0
-74.305,43.349,8
-72.507,43.354,56
-75.79,40.683,47
-74.14,45.496,0
-72.533,39.948,0
-78.76,40.869,0
-74.693,42.808,30
-80.099,44.396,19
-75.635,40.516,0
-72.07,45.484,0
-71.152,42.262,51
-75.829,39.95,56
-78.271,43.858,18
-74.121,41.363,35
-71.19,44.528,0
-75.7,45.685,0
-70.561,43.947,0
-79.16,42.746,0
-80.113,40.219,0
-78.052,41.413,0
-76.956,42.997,50
-76.686,39.664,0
-77.896,41.382,0
-73.664,43.323,10
-80.326,40.681,0
-76.893,40.668,65
-78.076,43.872,0
-77.951,43.196,17
-80.175,43.083,0
-74.771,45.714,66
-78.214,43.569,0
-79.625,41.646,45
-81.336,42.889,0
-78.204,45.065,0
-75.247,45.883,0
-71.704,44.898,0
-80.876,41.79,28
-71.33,44.334,0
-79.894,45.536,0
-72.115,43.82,24
-72.484,42.637,0
-71.184,41.403,0
-79.824,43.358,46
-75.757,41.721,0
-76.861,45.664,27
-79.422,42.389,39
-74.977,45.679,16
-74.634,43.872,7
-78.97,44.06,0
-75.589,45.652,65
-70.395,45.539,0
-75.921,44.868,0
-73.652,40.574,0
-76.79,44.847,0
-80.958,42.529,0
-78.102,41.482,16
-72.473,42.903,0
-77.508,44.854,0
-80.421,43.004,0
-75.686,41.236,2
-77.283,41.832,0
-73.159,40.774,17
-75.535,41.811,0
-72.439,40.793,0
-72.302,44.88,0
-79.246,42.023,54
-79.974,39.652,0
-72.256,41.548,0
-74.283,44.887,3
-81.165,41.372,54
-71.427,44.536,0
-75.639,42.955,21
-75.316,40.566,0
-74.631,42.916,24
-72.927,41.384,8
-71.876,44.116,0
-77.106,44.239,0
-80.406,42.437,8
-73.221,40.744,4
-77.669,40.45,0
-72.049,41.318,56
-77.229,43.614,39
-72.176,44.693,0
-79.39,43.818,23
-79.91,41.406,0
-71.605,40.493,0
-80.855,41.148,0
-73.743,43.97,4
-73.222,40.046,51
-76.505,42.748,13
-77.139,45.831,46
-70.5,45.318,0
-76.927,43.232,18
-76.471,44.442,0
-79.608,44.317,0
-77.735,43.992,0
-77.867,43.878,0
-71.443,41.379,0
-78.609,43.274,16
-77.905,43.508,0
-76.818,44.744,41
-73.507,39.693,0
-79.754,40.949,0
-71.699,45.843,0
-80.423,44.764,0
-76.233,43.592,32
-81.007,43.909,13
-73.007,44.706,40
-73.595,41.362,58
-78.969,43.8,50
-73.818,39.778,57
-75.175,43.037,8
-71.928,42.939,0
-75.161,45.117,0
-71.362,40.779,0
-76.7,45.486,0
-77.379,45.77,0
-75.931,41.688,0
-78.51,43.539,0
-71.059,42.927,34
-76.177,42.497,23
-78.532,41.861,0
-76.57,41.707,0
-73.568,40.119,0
-76.89,42.062,12
-79.331,41.107,5
-71.866,42.669,0
-74.877,44.022,8
-77.208,40.461,0
-78.89,44.822,0
-78.919,45.477,0
-75.563,44.836,0
-76.546,42.661,13
-73.138,43.767,31
-80.564,42.48,0
-71.965,42.24,0
-73.818,39.809,0
-79.831,45.457,0
-71.842,39.867,0
-79.132,42.604,6
-74.621,42.033,49
-75.333,42.971,12
-79.547,45.908,0
-81.281,45.303,0
-72.804,39.686,0
-72.878,44.531,0
-76.683,42.663,26
-80.715,42.061,40
-74.86,44.8,1
-79.416,45.125,0
-73.279,45.909,0
-75.43,40.83,0
-78.542,45.097,0
-71.193,41.538,0
-72.951,42.194,0
-71.525,44.758,0
-80.582,41.922,0
-79.312,42.289,39
-73.185,40.169,57
-73.632,43.816,2
-72.743,44.22,0
-75.788,41.496,0
-76.634,41.731,0
-74.578,44.239,1
-71.871,45.828,0
-73.919,44.014,26
-75.548,40.161,0
-78.036,42.571,31
-73.552,43.613,36
-77.12,42.916,25
-75.06,40.486,0
-71.516,41.336,44
-72.013,45.838,0
-71.395,44.623,7
-70.95,45.498,51
-72.318,41.797,26
-81.328,40.915,0
-81.309,43.897,2
-80.375,41.841,0
-78.458,42.366,41
-81.091,45.343,4
-76.649,44.867,0
-77.568,42.069,38
-75.351,44.237,1
-71.092,41.431,0
-78.039,41.441,0
-77.601,41.47,0
-71.83,39.749,39
-77.575,45.4,0
-79.815,43.933,51
-75.723,41.075,5
-71.862,42.739,0
-77.09,44.595,4
-73.643,41.998,43
-74.393,40.975,0
-76.358,44.165,0
-76.101,44.482,61
-70.832,43.979,0
-80.419,43.513,0
-78.246,44.416,0
-76.396,42.829,13
-74.84,41.677,27
-71.629,39.601,0
-76.151,43.266,11
-76.502,40.679,0
-73.084,40.825,57
-76.164,40.543,0
-71.815,42.79,0
-76.18,39.702,53
-75.83,42.574,34
-75.948,39.884,0
-78.804,42.391,41
-80.396,40.627,17
-80.598,43.212,0
-71.51,44.77,0
-78.763,40.132,0
-71.807,41.065,0
-73.466,41.149,0
-71.683,41.819,0
-70.961,42.181,25
-79.797,40.315,0
-76.984,42.169,38
